Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Data Scientist II/III (Model Validation),$127K (Employer est.),"YOUR LIFE'S MISSION: POSSIBLE
You have goals, dreams, hobbies and things you’re passionate about.

What’s Important to You Is Important to Us
We’re looking for people who not only want to do meaningful, challenging work, keep their skills sharp and move ahead, but who also take time for the things that matter to them—friends, family and passions. And we're looking for team members who are passionate about our mission—making a difference in military members' and their families' lives. Together, we can make it happen.

Don’t take our word for it.",4.1,"Navy Federal Credit Union
4.1","Vienna, VA",-1,10000+ Employees,1933,Self-employed,Banking & Lending,Financial Services,Unknown / Non-Applicable,-1
AI Data Scientist & Team Lead,$127K (Employer est.),"Who Are We?
Taking care of our customers, our communities and each other. That’s the Travelers Promise. By honoring this commitment, we have maintained our reputation as one of the best property casualty insurers in the industry for over 160 years. Join us to discover a culture that is rooted in innovation and thrives on collaboration. Imagine loving what you do and where you do it.
Compensation Overview
$135,200.00 - $223,100.00
1
The use of artificial intelligence (AI) in property casualty insurance is exploding. Pictures are being used to assess damages. Virtual assistants are being used to talk to customers. Spoken words are being translated into text for use in sentiment analysis and prediction. Intelligent document processing is being used to capture, extract, and process data from a variety of document formats. Travelers is at the cutting edge of AI in insurance. We are looking for someone to be our agile product owner for a team focused on applying AI methodologies to insurance claims handling. We need someone who can be hands-on in building AI models while also possessing strong leadership and management skills to run an agile team focused on delivering business value. Come join a team that will be transforming the way we interact with and take care of our customers!




0",3.9,"The Travelers Companies, Inc.
3.9","Hartford, CT",-1,10000+ Employees,1853,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),-1
"Data Scientist, Marketing & Online (Remote)",$127K (Employer est.),"Position Purpose:
The Data Scientist is responsible for supporting data science initiatives that drive business profitability, increased efficiencies and improved customer experience. This role applies industry-leading analytical methodologies for working with large datasets to extract meaningful business insight and creatively solve business problems. Data Scientists are also responsible for ensuring that developed codes are documented into a library of reusable algorithms. Based on the specific data science team, this role would need to be knowledgeable in one or more data science specializations, such as optimization, computer vision, recommendation, search or NLP.


As a Data Scientist, you will apply advanced analytics methods and algorithms for identifying trends and providing business solutions. This role is expected to present insights and recommendations to non-technical audiences and explain the benefits and impacts of the recommended solutions. In addition, Data Scientists collaborate with business partners and cross-functional teams, requiring effective communication skills, building relationships, and focus on understanding the overall business area being supported.




This position typically reports to Manager or above
This position has 0 Direct Reports



1. Located in a comfortable indoor area. Any unpleasant conditions would be infrequent and not objectionable.

Typically requires overnight travel less than 10% of the time.
























$160,000 - $90,000",3.8,"The Home Depot
3.8","Atlanta, GA",-1,10000+ Employees,1978,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),-1
"Principal Data Scientist, Online Marketing (Remote)",$127K (Employer est.),"The Home Depot is able to offer virtual employment of this position in the following states: AL, AK, AZ, AR, DE, DC, FL, GA, HI, ID, IL, IN, IA, KS, KY, LA, ME, MD, MA, MI, MN, MS, MO, MT, NE, NH, NJ, NM, NY, NC, ND, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VT, VA, WA, WV, WI, WY

Position Purpose:
The Principal Data Scientist is responsible for leading data science initiatives that drive business profitability, increased efficiencies and improved customer experience. This role assists in the development of the Home Depot advanced analytics infrastructure that informs decision making by leveraging mastery of both the business and Advanced Analytics Modeling techniques. Principal Data Scientists focus on seeking out business opportunities to leverage data science as a competitive advantage.


As a Principal Data Scientist, you will lead large data science projects, identifying opportunities to leverage the best technology and approach, and mentoring data scientists on the project team. This role is expected to contribute to Home Depot's intellectual property by developing cutting-edge, innovative algorithms. This role supports the building of skilled and talented data science teams by providing input to staffing needs and participating in the recruiting and hiring process. In addition, this role requires networking with experts, both academic and industry, to further the application of data science to business problems.




This position typically reports to Senior Manager or above
This position has 0 Direct Reports and leads/manages projects



1. Located in a comfortable indoor area. Any unpleasant conditions would be infrequent and not objectionable.

Typically requires overnight travel less than 10% of the time.
























$280,000 - $150,000",3.8,"The Home Depot
3.8","Atlanta, GA",-1,10000+ Employees,1978,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),-1
Data Scientist I,$127K (Employer est.),"YOUR LIFE'S MISSION: POSSIBLE
You have goals, dreams, hobbies and things you’re passionate about.

What’s Important to You Is Important to Us
We’re looking for people who not only want to do meaningful, challenging work, keep their skills sharp and move ahead, but who also take time for the things that matter to them—friends, family and passions. And we're looking for team members who are passionate about our mission—making a difference in military members' and their families' lives. Together, we can make it happen.

Don’t take our word for it.",4.1,"Navy Federal Credit Union
4.1","Vienna, VA",-1,10000+ Employees,1933,Self-employed,Banking & Lending,Financial Services,Unknown / Non-Applicable,-1
"Data Scientist, Audience Data Science - Marketing Analytics",$127K (Employer est.),"JOB SUMMARY: Design, develop and evaluate advanced predictive and machine learning models with a focus on the personalization and optimization of audience first, marketing tactics. Analyze and extract relevant information about guest behaviors and preferences from both structured and unstructured data to better understand marketing opportunities. Conduct advanced analysis on various marketing efforts to gauge performance, impact and effectiveness against the desired results. Responsible for building efficient and scalable automated data processes that prep and standardize various data sources in support of personalization. Delivers accurate, clear, concise insights and visualizations leveraging predictive results that inform and inspire internal stakeholders to make better business decisions.
MAJOR RESPONSIBILITIES:
Mine data to detect patterns, opportunities and insights via advanced analytical techniques to drive Personalization and Audience Strategy.",4.0,"Universal Orlando
4.0","Orlando, FL",-1,10000+ Employees,1987,Subsidiary or Business Segment,Hotels & Resorts,Hotels & Travel Accommodation,$1 to $5 billion (USD),-1
Sr Data Scientist - Demand Forecasting (Full-Time Remote or Hybrid),$127K (Employer est.),"Location: 7000 Target Pkwy N, Brooklyn Park, Minnesota, United States, 55445
About us:
Target is an iconic brand, a Fortune 50 company, and one of America’s leading retailers. Target as a tech and data company? Absolutely! We’re the behind-the-scenes powerhouse that fuels Target’s passion and commitment to cutting-edge innovation. We anchor every facet of one of the world’s best-loved retailers with a strong technology framework that relies on the latest tools and technologies—and the brightest people—to deliver incredible value to guests online and in stores. Target’s Tech and Data Sciences teams are on a mission to offer the systems, tools, and support that guests and team members need and deserve. Our high-performing teams balance independence with collaboration and we pride ourselves on being versatile, agile, and creative. We drive industry-leading technologies in support of every angle of the business and help ensure that Target operates smoothly, securely, and reliably from the inside out.",3.6,"Target
3.6","Brooklyn Park, MN",-1,10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail & Wholesale,$10+ billion (USD),-1
AI/ML Health Data Scientist – Senior Consultant,$127K (Employer est.),"Overview

Guidehouse is a leading global provider of consulting services to the public and commercial markets with broad capabilities in management, technology, and risk consulting. We help clients address their toughest challenges and navigate significant regulatory pressures with a focus on transformational change, business resiliency, and technology-driven innovation. Across a range of advisory, consulting, outsourcing, and digital services, we create scalable, innovative solutions that prepare our clients for future growth and success. The company has more than 10,000 professionals in over 50 locations globally. Guidehouse is a Veritas Capital portfolio company, led by seasoned professionals with proven and diverse expertise in traditional and emerging technologies, markets, and agenda-setting issues driving national and global economies. For more information, please visit: www.guidehouse.com.",3.7,"Guidehouse
3.7","Washington Harbor, WA",-1,1001 to 5000 Employees,2018,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,-1
Lead Data Scientist - Forecasting (Full-Time Remote OR Hybrid),$127K (Employer est.),"Location: 7000 Target Pkwy N, Brooklyn Park, Minnesota, United States, 55445
JOIN TARGET AS A LEAD DATA SCIENTIST – FORECASTING
As a Lead Data Scientist on the Demand Forecasting team with Target AI you’ll develop artificial intelligence models and algorithms for our retail business. You’ll work closely with partner team data scientists and Merch business partners to continuously learn more about our business and particularly develop an understanding of the various processes we have in play. You will partner with ML Engineers and Applied Scientists on our partner teams to build solutions for business needs including development, deployment, and maintenance of algorithms and models at scale!
Our team oversees the creation and development of the Demand Forecasting quantitative platform, building the key components which allow us to evaluate the demand and prices of our products and proprietary ‘new ventures’ products. We aim to develop these tools to be more efficient and precise – while also making them directly available to our business team users, allowing us to quickly respond to our Guest’s needs in stores and online.",3.6,"Target
3.6","Brooklyn Park, MN",-1,10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail & Wholesale,$10+ billion (USD),-1
Programmer Lead Data Scientist,$127K (Employer est.),"Overview
The Princeton School of Public and International Affairs (SPIA) seeks a Programmer Lead Data Scientist who will be responsible for coordinating all programming tasks, web development, and data management for the Violence and Inequality Project.

The Violence and Inequality Project is a multidisciplinary research project based at Princeton University that brings together a network of researchers at seven universities to develop a research infrastructure to answer two questions: Why does violence rise or fall within neighborhoods or cities? What can be done to reduce violence while also reducing inequality?

Responsibilities

The primary responsibility is to lead coding for the development of an agent-based model designed to simulate interactions leading to violence. This will be done in R, and builds on prior work. This position will also be responsible for working with developers on the data repository developed as part of the project, and will coordinate all aspects of data collection and processing. This is a two-year position.",4.4,"Princeton University
4.4","Princeton, NJ",-1,5001 to 10000 Employees,1746,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1
Data Scientist,$127K (Employer est.),"Data Scientist
If you are a Data Scientist with experience, please read on!
We are a research and development company based around life science and focusing on advanced tech for drug discovery. This tech is made possible and available both as a user friendly web-based drug platform and it is used in-house for a number drug discovery projects.
We need a Data Scientist to join our team!
Do you like the opportunities that small start-ups provide?! Please apply!
Top Reasons to Work with Us
$120-$180,000/year salary
Vacation/PTO
Medical




All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.

– In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.",4.2,"CyberCoders
4.2","Santa Barbara, CA",-1,201 to 500 Employees,1999,Subsidiary or Business Segment,Staffing & Subcontracting,Human Resources & Staffing,$100 to $500 million (USD),-1
Senior Data Analyst - Search Relevancy (100% Remote),$127K (Employer est.),"The Mom Project is excited to partner with CDW in their search for a Senior Data Analyst - Search Relevancy (100% Remote)
CDW Corporation (CDW) is a leading multi-brand provider of information technology solutions to business, government, education, and healthcare customers in the United States, the United Kingdom, and Canada. A Fortune 500 company and member of the S&P 500 Index, CDW was founded in 1984 and employs approximately 11,000 coworkers. Products and services range from hardware and software to integrated IT solutions such as security, cloud, hybrid infrastructure, and digital experience.
CDW's purpose is to help our customers achieve their goals by providing them with the technology advice and products they need when they need them.
CDW's commitment to diversity includes our coworkers, customers, and communities, as well as our supplier partnerships.
The Data Science and Analytics COE is responsible for leading the creation and development of the overall strategy and direction of data science and advanced analytics at CDW including ensuring continuity and seamless extension of existing programs, the development of a short- and long-term vision, and roadmap, and defining and institutionalizing the role that data and analytics play throughout the organization as the fuel that drives and shapes CDW’s priorities and serves as an accelerant for CDW’s progress.
The Senior Search Relevancy Analyst will play an important role in Data Science and AI to foster value creation from the use of the organization's data assets, as well as the external data ecosystem. The responsibilities include value creation through data discovery, envisioning data-enabled strategies and enabling all forms of business insights and outcomes through analytics. The expectation is to identify and report on search trends and relevancy patterns found within enterprise search data and make recommendations for enterprise and product search improvements.


Analyzes data requirements/data stories and corresponding data sources and data architecture to drive enhancements and understand search metrics and drive relevancy enhancements
Assists Product Owner in the recommendation and prioritization of enhancements to improve Search results/relevancy
Partner with business leaders to understand key objectives to design optimized data products
Collaborate with stakeholders to clarify, prioritize and validate data requirements and business objectives
Lead key and strategic initiatives from concept to product levels, not limited to data analysis, but exploring further industry best practices and data architecture, driving innovative ideas and data research
Leverage general business experience with knowledge to convert high-level business objectives into functional and technical requirements, user stories, and specifications
Facilitate workshops with all the relevant teams including business, technology, compliance, and testing organizations to define the business value, and KPI trees and drive the initiatives
Identify, analyze and interpret trends or patterns in complex data sets
Document business, data, and technical specifications ensuring documentation are kept up to date and relevant
Advise users of business systems on data availability and accuracy
Actively participate in the industry externally through internet research, white papers, and/or conferences.
Utilize advanced modeling techniques to develop high-level system narratives, presentations, storyboards, use cases, and user interface prototypes
Negotiate and facilitate to drive consensus on solution scope and objectives
Maintain macro-view of key processes, application platforms, business requirements, and business functions across the organization
Provide creative thinking and new ideas to resolve existing problems
Provide a structure for evaluating solution options


Bachelor’s or Master’s degree in Information Systems, Computer Science or Business or equivalent experience
5+ years (3+ years with a Master’s degree) of analytics experience, including but not limited to: marketing analysis, market research, sales analysis, eCommerce, financial analysis, econometrics, or statistics


Excellent written and verbal communication skills with the ability to effectively communicate across company and department boundaries at all levels
Experience in leading business analysis teams and managing implementation projects that utilize big data, advanced analytics and machine learning technologies
Ability to cultivate and develop lasting customer relations
Hands-on data analysis with in-depth, hands-on knowledge of foundational data architectures such as data warehouses as well as experience in cloud implementations
Experience with Big Data, Relational databases, streaming, and batch data processing
Strong experience building end-to-end data views
Ability to effectively present information, interact with and respond to questions from managers, employees, customers, and vendors
Demonstrated experience in teaching and/or mentoring professionals
Execute requests with strong attention to detail and strong time-management skills
Passion to evangelize data science, teach others and learn new techniques
Demonstrate influence without authority


Ability to effectively resolve conflict with appropriate escalation
Bachelor’s degree in Business, Math, Engineering, Statistics, Economics, Operation Research, Data Science, Computer Science or related quantitate field


CDW is committed to maintaining a workplace that is free of known hazards and to ensure the safety, health, and well-being of coworkers and candidates for employment and their families, as well as the community.
CDW requires all coworkers to be fully vaccinated against COVID-19, with the only exceptions being a documented, legally required medical or religious accommodation. Prior to starting with CDW, successful candidates will be required to: (i) be fully vaccinated against COVID-19 and provide CDW with proof of full vaccination; or (ii) apply for and receive a medical or religious-based accommodation to be exempt from the mandatory vaccination policy.",3.7,"The Mom Project
3.7",Remote,-1,51 to 200 Employees,2016,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,-1
Applied Scientist,$127K (Employer est.),"About the team
The Valuation team is focused on all things related to real-estate valuation. The home valuation problem is an unsolved, complicated, impactful spatio-temporal modeling challenge. We strive to empower consumers to make their best housing-related decisions by using pioneering ML techniques to present accurate and explained estimates of home valuations and related metrics. If we cannot find an existing model to fit our needs, we will invent one. The work we do is at the core of Zillow’s mission to empower the consumer and provide them with the tools to make informed decisions.
The Valuation team is behind the Zestimate and Zillow Prize, our million dollar competition to crowd-source ideas that push automated home valuation models further. We recently released our latest model - Neural Zestimate - based on our findings from Zillow Prize, and we have many exciting avenues to explore in this direction. Learn more at www.zillow.com/ai-ml.
This role has been categorized as a Remote position. “Remote” employees do not have a permanent corporate office workplace and, instead, work from a physical location of their choice which must be identified to the Company. Employees may live in any of the 50 US States, with limited exceptions. In certain cases, an employee in a remote-designated job may need to live in a specific region or time zone to support customers or clients as part of their role.
In Colorado, Connecticut, Nevada and New York City the standard base pay range for this role is $127,100.00 - $203,000.00 Annually. This base pay range is specific to Colorado, Connecticut, Nevada and New York City and may not be applicable to other locations.
In addition to a competitive base salary this position is also eligible for equity awards based on factors such as experience, performance and location. Actual amounts will vary depending on experience, performance and location.",3.9,"Zillow
3.9",Remote,-1,5001 to 10000 Employees,2005,Company - Public,Real Estate,Real Estate,$1 to $5 billion (USD),-1
"Deep Learning Engineer/Scientist, Tesla Bot",$127K (Employer est.),"The Role

Tesla is on a path to build humanoid bi-pedal robots at scale to automate repetitive and boring tasks for manufacturing/logistics. Core to the Tesla Bot, the deep learning stack presents a unique opportunity to work on state-of-the-art neural network algorithms for deep learning culminating in their deployment to real world production applications. Our deep learning research scientists and engineers develop and own this stack from inception to deployment.

Responsibilities

Train machine learning and deep learning models on a computing cluster to perform visual recognition tasks, such as segmentation and detection",3.6,"Tesla
3.6","Palo Alto, CA",-1,10000+ Employees,2003,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$1 to $5 billion (USD),-1
Machine Learning Engineer,$127K (Employer est.),"**Company will pay for relocation and sponsorship if needed**
The company is helping organizations like Uber, McDonald’s, UPS, The Home Depot, Target and more, find and hire their essential workforces. Leveraging a search-and-match algorithm powered by state-of-the-art AI technologies.
Experience needed:
3-5 years experience with Apache Spark (Most Important)
3-5 years with Scala, Python, ELT, SQL
Computer Science Degree
Benefits:",-1,Roc Search,"Austin, TX",-1,-1,-1,-1,-1,-1,-1,-1
Data Scientist,$127K (Employer est.),"Equivalent Experience
Top Skills' Details
1. PhD in either Science, Engineering, Statistics, Mathematics, Engineering, Comp Sci, etc.
2. Professional or educational experience in building models in Machine Learning, Optimization, and/or Simulation
3. Must be able to communicate with leadership and provide recommendations effectively.
Description:
Responsibilities",4.1,"TEKsystems
4.1","Atlanta, GA",-1,1001 to 5000 Employees,1983,Subsidiary or Business Segment,HR Consulting,Human Resources & Staffing,$5 to $10 billion (USD),-1
Data Science & Analytics Development Program 2023a,$127K (Employer est.),"There are over 7 billion people on this planet. And by 2050, there will be 2 billion more... many moving into urban centers at an unprecedented rate. Making sure there is enough food, fiber and infrastructure for our rapidly growing world is what we’re all about at John Deere. And it’s why we’re investing in our people and our technology like never before! Here the world’s brightest minds are tackling the world’s biggest challenges. If you believe one person can make the world a better place, we’ll put you to work. RIGHT NOW.

Primary Location: United States; Moline, IL or Des Moines, IA
Function: Data Science & Analytics
Title: Data Science & Analytics Development Program 2023a - 89942

The is a full-time, permanent position for new or recent graduates interested in working as a Data Scientist or Data Engineer. This provides an accelerated development experience during the first 3 years of employment in the company, through 3 one-year-long work assignments. Employees rotate across varied functional areas such as Financial Services, IT, Precision Agriculture, Customer & Product Support, Sales & Marketing, Engineering, etc.",4.1,"John Deere
4.1","Moline, IL",-1,10000+ Employees,1837,Company - Public,Machinery Manufacturing,Manufacturing,$10+ billion (USD),-1
Senior Computer Vision Data Scientist,$127K (Employer est.),"THE ROLE
As a Computer Vision Scientist, you will…
Work with the research team to take solutions and make them production-ready engineering and postproduction teams.
AI model training and benchmarking for 3D vision, graphics, and audio solutions.
Model optimization: Model code optimization, training against different datasets, production delivery.
Dataset statistical distribution benchmarking working with the data team.
Understand new requirements, and delivery and support of high-quality solutions",4.0,"Harnham
4.0","Santa Monica, CA",-1,51 to 200 Employees,2006,Company - Private,HR Consulting,Human Resources & Staffing,$25 to $100 million (USD),-1
Senior Data Scientist,$127K (Employer est.),"Are you looking for an exciting and collaborative environment where you can apply your data science skills to help feed the world responsibly?
We are looking for a Senior Data Scientist to join our cross-disciplinary data science team where we enable innovative discoveries for biological products.
In this role, you will fuel the evolution of data science capabilities to help power our proprietary research engine. As a data science thought leader you will help shape the design and delivery of novel big data analytics, modeling and cloud computing. You will work closely with scientists from different backgrounds and have the opportunity to develop and grow your own knowledge base through collaboration and hands-on project work.
Responsibilities",5.0,"Engtal
5.0",Remote,-1,1 to 50 Employees,2017,Company - Private,Staffing & Subcontracting,Human Resources & Staffing,$5 to $25 million (USD),-1
Quantitative Modeler/Predictive Modeler,$127K (Employer est.),"Description:
Work with team leader and other modelers in the Lending Analytics team to develop, refine and/or validate predictive models used in loss forecasting
Experience using statistical software and languages such as SAS, R and/or Python
Experience with statistical modeling methodology which may include logistic regression, survival analysis, time series analysis, etc.
Job Type: Contract
Pay: $76.00 - $82.00 per hour
Benefits:
401(k)",4.2,"Seneca Resources
4.2",Remote,-1,51 to 200 Employees,2010,Company - Private,HR Consulting,Human Resources & Staffing,$5 to $25 million (USD),-1
Data Scientist,$127K (Employer est.),"Develops, validates and executes algorithms and predictive models to investigate problems, detect patterns and recommend solutions

Explores, examines and interprets large volumes of data in various forms

Performs analyses of structured and unstructured data to solve moderately complex business problems

Utilizing advanced statistical techniques and mathematical analyses







The typical pay range for this role is:
Minimum: 75,000
Maximum: 167,000

Please keep in mind that this range represents the pay range for all positions in the job grade within which this position falls. The actual salary offer will take into account a wide range of factors, including location.






CVS Health requires certain colleagues to be fully vaccinated against COVID-19 (including any booster shots if required), where allowable under the law, unless they are approved for a reasonable accommodation based on disability, medical condition, religious belief, or other legally recognized reasons that prevents them from being vaccinated.

You are required to have received at least one COVID-19 shot prior to your first day of employment and to provide proof of your vaccination status or apply for a reasonable accommodation within the first 10 days of your employment. Please note that in some states and roles, you may be required to provide proof of full vaccination or an approved reasonable accommodation before you can begin to actively work.




Bachelor’s degree or equivalent work experience in Mathematics, Statistics, Computer Science, Business Analytics, Economics, Physics, Engineering, or related discipline.

Master’s degree preferred


Bring your heart to CVS Health
Every one of us at CVS Health shares a single, clear purpose: Bringing our heart to every moment of your health. This purpose guides our commitment to deliver enhanced human-centric health care for a rapidly changing world. Anchored in our brand — with heart at its center — our purpose sends a personal message that how we deliver our services is just as important as what we deliver.

Our Heart At Work Behaviors™ support this purpose. We want everyone who works at CVS Health to feel empowered by the role they play in transforming our culture and accelerating our ability to innovate and deliver solutions to make health care more personal, convenient and affordable.
We strive to promote and sustain a culture of diversity, inclusion and belonging every day.
CVS Health is an affirmative action employer, and is an equal opportunity employer, as are the physician-owned businesses for which CVS Health provides management services. We do not discriminate in recruiting, hiring, promotion, or any other personnel action based on race, ethnicity, color, national origin, sex/gender, sexual orientation, gender identity or expression, religion, age, disability, protected veteran status, or any other characteristic protected by applicable federal, state, or local law.",3.0,"CVS Health
3.0",New York State,-1,10000+ Employees,1963,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),-1
Data Scientist (Remote),$127K (Employer est.),"At Yelp, it’s our mission to connect people with great local businesses. Yelp’s unique dataset contains billions of interactions between users and businesses around the globe, from a review of a coffee shop to requesting a repair quote with a photo of a leaky faucet. Data Scientists at Yelp work to make sense of these interactions to deliver impactful analyses and products to our users, business partners and the general public.

The Data Science & Analytics team performs analyses, builds models, and designs experiments that directly impact Yelp’s products and users. Our teams sit in Yelp’s central product management organization and work directly with cross-functional leaders to understand quantitatively how our products are performing and where the largest opportunities are. We are adept at tasks like modeling user preferences, inference from user and marketplace experiments, and generating insights about the health of local economies. With diverse backgrounds and expertise, we strive for learning and growth in a collaborative environment.

This opportunity is fully remote and does not require you to be located in any particular state within the US. We welcome applicants from throughout the US.",3.5,"Yelp
3.5",Remote,-1,5001 to 10000 Employees,2004,Company - Public,Internet & Web Services,Information Technology,$500 million to $1 billion (USD),-1
2023 University Graduate - Data Scientist,$127K (Employer est.),"Our Company

Changing the world through digital experiences is what Adobe’s all about. We give everyone—from emerging artists to global brands—everything they need to design and deliver exceptional digital experiences! We’re passionate about empowering people to create beautiful and powerful images, videos, and apps, and transform how companies interact with customers across every screen.

We’re on a mission to hire the very best and are committed to creating exceptional employee experiences where everyone is respected and has access to equal opportunity. We realize that new ideas can come from everywhere in the organization, and we know the next big idea could be yours!

The Opportunity",4.4,"Adobe
4.4","San Jose, CA",-1,10000+ Employees,1982,Company - Public,Computer Hardware Development,Information Technology,$5 to $10 billion (USD),-1
Data Scientist (REMOTE),$127K (Employer est.),"Overview:
We are not just offering a job but a meaningful career! Come join our passionate team!
REMOTE: Qualified candidates (outside of hub locations listed below) may be considered for 100% remote work arrangements based on where a candidate currently resides or is currently located.
HYBRID: Qualified candidates (in or near hub locations listed below) should plan to spend time working from home and some time working in the office as part of our hybrid work environment.
HUB LOCATIONS: Dunwoody, GA; Richardson, TX; Tempe, AZ; or Bloomington, IL

*SPONSORSHIP: Applicants for this position are required to be eligible to lawfully work in the U.S. immediately; employer will not sponsor applicants for U.S. work authorization (e.g. H-1B visa) for this opportunity.*
As a Fortune 50 company, we hire the best employees to serve our customers, making us a leader in the insurance and financial services industry. State Farm embraces diversity and inclusion to ensure a workforce that is engaged, builds on the strengths and talents of all associates, and creates a Good Neighbor culture.
Responsibilities:
Qualifications:",3.6,"State Farm
3.6","Bloomington, IL",-1,10000+ Employees,1922,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1
Machine Learning Engineer - Applied Machine Learning (Remote Eligible),$127K (Employer est.),"This position is a remote eligible position. You can choose to work at a remote location in the United States or at one of Redfin's headquarter locations (Seattle or Dallas).
Redfin is redefining real estate in the consumer's favor by combining our own technology and agents to create a service that’s better, faster, and costs less. As a Redfinnian, you'll make a difference in one of life’s most important events—buying or selling a home. Our hiring standards are high, yet our culture is humble. We’ve got all the perks, but if what you value most is doing great work in a creative, collaborative, and disciplined environment, join us!
The Applied Machine Learning (AML) group at Redfin works towards redefining real estate in the customer’s favor using machine learning. We work on foundational problems in the real estate space including Recommendations (“Where should I live”) and Price estimation (“How much is a home worth”). We have real estate data at a national level and work across various domains in machine learning using large-scale multi-modal property data (documents, images, text, video, 3d scans etc.). AML also owns and maintains end-to-end production-grade large-scale machine learning infrastructure and systems serving hundreds of millions of consumers.
Starting Base Salary: $136,800.00 - 151,200.00. Actual starting base salary will depend on varying circumstances, including individual qualifications, market finances, and other operational business needs.
Benefits for Full-Time Employees: Three weeks of paid vacation, paid maternity/paternity leave, sick leave, and flex days; eligible for medical, dental, and vision insurance benefits; flexible spending account; health savings account; life and disability insurance; fertility benefits; commuter benefits; Employee Assistance Program; and 401(k).
#LI-Remote",4.0,"Redfin
4.0",Remote,-1,1001 to 5000 Employees,2004,Company - Public,Real Estate,Real Estate,Unknown / Non-Applicable,-1
"Data Scientist, Spotify For Artists",$127K (Employer est.),"Data, Research & Insights
Data Science
Spotify for Artists is the destination for artists and their teams to understand their fans and reach their goals. We give artists the insights and tools they need to connect with their fans and establish a meaningful career on their own terms.
Location
New York or Remote Americas
Job type
Permanent",4.3,"Spotify
4.3","New York, NY",-1,5001 to 10000 Employees,2006,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1
Data Scientist II,$127K (Employer est.),"Our Purpose
We work to connect and power an inclusive, digital economy that benefits everyone, everywhere by making transactions safe, simple, smart and accessible. Using secure data and networks, partnerships and passion, our innovations and solutions help individuals, financial institutions, governments and businesses realize their greatest potential. Our decency quotient, or DQ, drives our culture and everything we do inside and outside of our company. We cultivate a
culture of inclusion
for all employees that respects their individual strengths, views, and experiences. We believe that our differences enable us to be a better team – one that makes better decisions, drives innovation and delivers better business results.
Job Title
Data Scientist II
Who is Mastercard?
Mastercard is a global technology company in the payments industry. Our mission is to connect and power an inclusive, digital economy that benefits everyone, everywhere by making transactions safe, simple, smart, and accessible. Using secure data and networks, partnerships and passion, our innovations and solutions help individuals, financial institutions, governments, and businesses realize their greatest potential.
Our decency quotient, or DQ, drives our culture and everything we do inside and outside of our company. With connections across more than 210 countries and territories, we are building a sustainable world that unlocks priceless possibilities for all.

Role:

All about you:
In the US, Mastercard is an inclusive Equal Employment Opportunity employer that considers applicants without regard to gender, gender identity, sexual orientation, race, ethnicity, disabled or veteran status, or any other characteristic protected by law. If you require accommodations or assistance to complete the online application process, please contact reasonable_accommodation@mastercard.com and identify the type of accommodation or assistance you are requesting. Do not include any medical or health information in this email. The Reasonable Accommodations team will respond to your email promptly.",4.3,"Mastercard
4.3","O'Fallon, MO",-1,10000+ Employees,1966,Company - Public,Financial Transaction Processing,Financial Services,$5 to $10 billion (USD),-1
Data Scientist - 100% Remote,$127K (Employer est.),"Job Description:
Under the mentorship of the Executive Director of Data Analytics & Data Science, this role will be responsible for developing KPIs, designing experiments, and developing various advanced analytics solutions to inform decision-making ranging from greenlighting and marketing to distribution at Paramount Pictures.
The right person for the role is a data scientist who thoroughly enjoys defining and solving mathematical problems to address business questions. The ideal candidate is excited about delivering the best-in-class data-driven insights and data science tools in the movie industry.
More specifically, these responsibilities include, but are not limited to:
- Building key metrics to track marketing campaign and box office performance
- Automating and optimizing the routine update of these key metrics
- Working with non-technical stakeholders to design experiments or surveys to derive
audience or messaging insights
- Researching and developing statistical and machine learning models to support various business initiatives
- Presenting analytics or modeling results to technical and non-technical stakeholders
- Working with data engineers to obtain useful and quality data for data science projects
- Working with data visualization team by delivering accurate and consistent data that
meet their reporting need",-1,Paramount Pictures,Remote,-1,-1,-1,-1,-1,-1,-1,-1
